id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
33670,Enrico Fabris,M,24,189,80,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
33670,Enrico Fabris,M,24,189,80,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze
33670,Enrico Fabris,M,24,189,80,Italy,ITA,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
33686,Simone Facey,F,31,162,53,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
33690,Aigars Fadejevs,M,24,175,69,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,Silver
33787,"Lorraine Ming ""Lorrie"" Fair",F,22,160,56,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver
33832,Jakov Fak,M,22,181,80,Croatia,CRO,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
33873,Dana Faletic,F,27,178,74,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze
33949,Fan Kexin,F,20,170,55,China,CHN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",Silver
34012,"Mohamed Muktar Jama ""Mo"" Farah",M,29,175,58,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",Gold
34012,"Mohamed Muktar Jama ""Mo"" Farah",M,29,175,58,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",Gold
34012,"Mohamed Muktar Jama ""Mo"" Farah",M,33,175,58,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Gold
34012,"Mohamed Muktar Jama ""Mo"" Farah",M,33,175,58,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Gold
34145,Margaux Farrell,F,21,183,71,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
34155,Renita Maree Farrell-Garard,F,28,167,65,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
34208,Olusoji Adetokumbo Fasuba,M,20,175,78,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
34230,Olga Aleksandrovna Fatkulina,F,24,172,62,Russia,RUS,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Women's 500 metres,Silver
34326,Joy Lynn Fawcett (Biefeld-),F,32,165,59,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver
34326,Joy Lynn Fawcett (Biefeld-),F,36,165,59,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
34363,Federico Julin Fazio,M,21,195,85,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
34393,Victor Alexander Feddersen,M,32,179,71,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
34410,Aleksandra Andreyevna Fedoriva,F,19,176,60,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
34415,Sergey Anatolyevich Fedorovtsev,M,24,195,90,Russia,RUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold
34423,Irina Mikhaylovna Fedotova,F,25,181,74,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze
34467,"James ""Jimmy"" Feigen",M,22,196,98,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
34467,"James ""Jimmy"" Feigen",M,26,196,98,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
34546,Felipe Anderson Perieira Gomes,M,23,178,66,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
34551,Allyson Michelle Felix,F,18,168,56,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 200 metres,Silver
34551,Allyson Michelle Felix,F,22,168,56,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 200 metres,Silver
34551,Allyson Michelle Felix,F,22,168,56,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
34551,Allyson Michelle Felix,F,26,168,56,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 200 metres,Gold
34551,Allyson Michelle Felix,F,26,168,56,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
34551,Allyson Michelle Felix,F,26,168,56,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
34551,Allyson Michelle Felix,F,30,168,56,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Silver
34551,Allyson Michelle Felix,F,30,168,56,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
34551,Allyson Michelle Felix,F,30,168,56,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
34562,Sylviane Flix,F,26,174,58,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
34611,Feng Kai,M,23,179,75,China,CHN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
34652,Svetlana Yevgenyevna Feofanova,F,24,164,52,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Pole Vault,Silver
34652,Svetlana Yevgenyevna Feofanova,F,28,164,52,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Pole Vault,Bronze
34710,"Deborah ""Debbie"" Ferguson-McKenzie",F,24,168,63,Bahamas,BAH,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
34710,"Deborah ""Debbie"" Ferguson-McKenzie",F,28,168,63,Bahamas,BAH,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 200 metres,Bronze
34814,Francisco Javier Fernndez Pelez,M,27,175,60,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,Silver
34825,Jaime Francisco Fernandez,M,29,193,103,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver
34839,Juan Fernndez la Villa,M,23,174,73,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
34914,Lyndon Ferns,M,20,187,87,South Africa,RSA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
34944,Gillian Ferrari,F,25,173,73,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
34946,Mara Paz Ferrari,F,27,162,61,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
34948,Matteo Ferrari,M,24,181,77,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
35062,Jordi Ferrn Forn,M,22,181,78,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
35064,Bjrn Lars Johannes Erik Ferry,M,31,194,83,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold
35081,Sergey Vasilyevich Fesikov,M,23,187,72,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
35083,Nicole Fessel,F,30,170,55,Germany,GER,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
35125,"Nicholas David ""Nick"" Ffrost",M,21,174,70,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
35234,Diego Antonio Figueredo Matiauda,M,22,185,75,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
35269,Solenne Nadge Figus (-Saint Marie),F,25,178,59,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Freestyle,Bronze
35293,Jens Filbrich,M,22,177,70,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
35293,Jens Filbrich,M,26,177,70,Germany,GER,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
35302,Jonelle Filigno,F,21,169,58,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze
35336,Alessia Filippi,F,21,186,63,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Silver
35378,Valtteri Filppula,M,25,183,88,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
35453,Domenico Fioravanti,M,23,179,76,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,Gold
35453,Domenico Fioravanti,M,23,179,76,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Breaststroke,Gold
35480,Tatyana Pavlovna Firova,F,21,174,59,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
35480,Tatyana Pavlovna Firova,F,25,174,59,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
35480,Tatyana Pavlovna Firova,F,29,174,59,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
35526,sa Nilla Maria Fischer,F,32,176,68,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
35539,Sven Fischer,M,30,186,82,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
35539,Sven Fischer,M,30,186,82,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
35539,Sven Fischer,M,34,186,82,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
35539,Sven Fischer,M,34,186,82,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Bronze
35539,Sven Fischer,M,34,186,82,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
35614,Doris Fitschen,F,31,175,64,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze
35721,Shalane Flanagan (-Edwards),F,27,166,47,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",Silver
35738,Ann Kristin Aafedt Flatland,F,31,173,62,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
35780,Jessie Alexandra Fleming,F,18,164,55,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
35834,"Theoren Wallace ""Theo"" Fleury",M,33,168,82,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
35870,"Deborah Kirsty ""Debbie"" Flood",F,24,177,76,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Silver
35870,"Deborah Kirsty ""Debbie"" Flood",F,28,177,76,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Silver
35886,Rzvan Ionu Florea,M,23,186,72,Romania,ROU,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Backstroke,Bronze
35888,Rodica Maria Florea-erban,F,21,183,73,Romania,ROU,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
35888,Rodica Maria Florea-erban,F,25,183,73,Romania,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
35951,Vala R. Flosadttir,F,22,183,72,Iceland,ISL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Pole Vault,Bronze
35988,James Christian Foad,M,25,185,90,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
36088,Arianna Fernanda Follis,F,28,162,55,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
36154,Arianna Fontana,F,15,164,63,Italy,ITA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
36154,Arianna Fontana,F,19,164,63,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Bronze
36154,Arianna Fontana,F,23,164,63,Italy,ITA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Silver
36154,Arianna Fontana,F,23,164,63,Italy,ITA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",Bronze
36154,Arianna Fontana,F,23,164,63,Italy,ITA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
36193,Adam David Vernon Foote,M,30,188,97,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
36212,Shashalee Forbes,F,20,160,55,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
36240,Russell Ford,M,28,181,77,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
36289,"Miraildes ""Formiga"" Maciel Mota",F,26,162,53,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
36289,"Miraildes ""Formiga"" Maciel Mota",F,30,162,53,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
36320,Peter Mattias Forsberg,M,32,185,93,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
36347,Sarah Forster,F,20,169,55,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
36350,Karsten Forsterling,M,32,191,88,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze
36350,Karsten Forsterling,M,36,191,88,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
36383,Laura Michele Fortino,F,23,164,62,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
36447,"Timothy James Carrington ""Tim"" Foster",M,30,190,89,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Gold
36492,Julie Maurine Foudy,F,29,165,59,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver
36492,Julie Maurine Foudy,F,33,165,59,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
36506,Hyleas Christine Fountain,F,27,170,64,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Heptathlon,Silver
36512,Martin Fourcade,M,21,183,73,France,FRA,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,Silver
36512,Martin Fourcade,M,25,183,73,France,FRA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold
36512,Martin Fourcade,M,25,183,73,France,FRA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 15 kilometres Mass Start,Silver
36512,Martin Fourcade,M,25,183,73,France,FRA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 20 kilometres,Gold
36638,Nicola Franceschina,M,24,172,71,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
36641,Igor Franceti,M,23,195,90,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
36650,"Zsuzsanna ""Susan"" Francia",F,25,188,80,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
36650,"Zsuzsanna ""Susan"" Francia",F,29,188,80,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
36651,Francielle Manoel Alberto,F,18,161,61,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
36669,Javon Francis,M,21,183,68,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
36677,Phyllis Chanez Francis,F,24,180,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
36730,Scott Frandsen,M,28,188,86,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Silver
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,Gold
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,Gold
36785,"Melissa Jeanette ""Missy"" Franklin",F,17,188,77,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
36785,"Melissa Jeanette ""Missy"" Franklin",F,21,188,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
36791,Tihomir Frankovi,M,29,192,96,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
36870,Shelly-Ann Fraser-Pryce,F,21,160,57,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres,Gold
36870,Shelly-Ann Fraser-Pryce,F,25,160,57,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres,Gold
36870,Shelly-Ann Fraser-Pryce,F,25,160,57,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 200 metres,Silver
36870,Shelly-Ann Fraser-Pryce,F,25,160,57,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
36870,Shelly-Ann Fraser-Pryce,F,29,160,57,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Bronze
36870,Shelly-Ann Fraser-Pryce,F,29,160,57,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
36880,Michael Audley Frater,M,29,170,67,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
36897,Angela Frautschi,F,26,169,73,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
36909,Merlene Frazer,F,26,174,62,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
36965,Johan Fredrik Mathias Fredriksson,M,33,182,79,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
36966,Karl Daniel Thobias Fredriksson,M,30,183,87,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Sprint,Bronze
36966,Karl Daniel Thobias Fredriksson,M,30,183,87,Sweden,SWE,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Gold
36967,Duncan Seth Free,M,35,200,100,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,Gold
36975,"Catherine Astrid Salome ""Cathy"" Freeman",F,27,164,56,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres,Gold
37048,Meike Freitag,F,21,186,71,Germany,GER,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
37065,"Santiago ""Santi"" Freixa Escude",M,25,181,85,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
37211,"Anna Christine ""Anni"" Friesinger-Postma",F,29,169,64,Germany,GER,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
37211,"Anna Christine ""Anni"" Friesinger-Postma",F,29,169,64,Germany,GER,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
37211,"Anna Christine ""Anni"" Friesinger-Postma",F,33,169,64,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
37225,Lotte Friis,F,20,184,74,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Bronze
37301,Lars Arne Frlander,M,26,184,83,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,Gold
37370,Lyndsey Fry,F,21,173,77,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
37394,Fu Baorong,F,30,166,57,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
37402,Fu Yuanhui,F,20,179,63,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Bronze
37409,Florian Fuchs,M,20,185,74,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
37409,Florian Fuchs,M,24,185,74,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
37482,Takuro Fujii,M,23,184,82,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
37482,Takuro Fujii,M,27,184,82,Japan,JPN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
